QuestionID,Year,Exam,Subject,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,Hint,
PAT-Repro-034,2026,Radiology - 07/26 - July 07 - Morning,Pathology,Reproductive System,,A postmenopausal woman presents with postcoital bleeding and is diagnosed with endometrial carcinoma) What is the most common histological type?,Leiomyoma,Leiomyosarcoma,Adenocarcinoma,Endometrial stromal sarcoma,,C,"The vast majority of endometrial cancers are endometrioid adenocarcinomas, arising from the glandular epithelium.",,
PAT-Repro-035,2026,Radiology - 04/26 - April 8 - Evening,Pathology,Reproductive System,,"A 42 year old female presents with severe pelvic pain and uterine bleeding. Pathological examination of a leiomyoma (uterine fibroid) that has outgrown its blood supply reveals a localized area of tissue death where the cell outlines, and tissue architecture are preserved, but the nuclei are lost. This is an example of which type of necrosis?",Coagulative necrosis,Liquefactive necrosis,Caseous necrosis,Fat necrosis,,A,,,
PAT-Repro-036,2025,Surgery - 08/25 - August 7 - Morning,Pathology,Reproductive System,,"Fracture of neck of femur, lead to avascular necrosis of neck, artery involved is which of following?",Lateral circumflex artery,Descending branch lateral circumflex,Medial Circumflex Artery,Femoral Artery,Tibial Artery,C,,,
PAT-Repro-037,2026,Medicine - 04/26 - April 8 - Night,Pathology,Reproductive System,,A 32 year old woman using an intrauterine contraceptive device undergoes endometrial biopsy. Histology shows stromal infiltration by inflammatory cells without granuloma formation. What type of inflammation is most likely present?,Acute inflammation,Chronic inflammation,Granulomatous inflammation,Fibrinous inflammation,,B,,,
PAT-Repro-038,2026,Gynecology - 04/26 - April 8 - Evening,Pathology,Reproductive System,,A female presents with rapidly progressive hirsutism and voice deepening. Which ovarian tumor is the most likely the source?,Granulosa tumor,Dysgerminoma,Sertoli-Leydig tumor,Fibroma,,C,,,
PAT-Repro-039,2026,Gynecology - 07/26 - July 08 - Evening,Pathology,Reproductive System,,A young woman has an ovarian tumor with markedly elevated AFP. Which tumor is most likely?,Dysgerminoma,Serous cystadenocarcinoma,Yolk sac tumor,Granulosa cell tumor,,C,Yolk sac tumors (endodermal sinus tumors) are malignant germ cell tumors that characteristically secrete high levels of alpha-fetoprotein (AFP).,,
PAT-Repro-040,2026,Medicine - 07/26 - July 9 - Afternoon,Pathology,Reproductive System,,A patient presents with acute testicular torsion. Surgical exploration reveals a hemorrhagic infarction of the affected testis. What is the most likely underlying mechanism?,Arterial occlusion,Venous occlusion,Decreased collateral blood supply,Increased dual blood supply,,B,,,
PAT-Repro-041,2025,Medicine - 08/25 - August 5 - Morning,Pathology,Reproductive System,,"A cervical smear of a 39 year old woman shows epithelial atypia involving two-thirds of the epithelial thickness, with loss of polarity and numerous mitotic figures. The basement membrane is intact. What is the most likely diagnosis?",Metaplasia,Moderate dysplasia,Carcinoma in situ,Invasive carcinoma,Hyperplasia,B,,,
PAT-Repro-042,2026,Surgery - 04/26 - April 7 - Night,Pathology,Reproductive System,,Undescended testes increase risk of which of following?,Infertility,Seminoma,Enlargement of Testis,Large Testis,Small Testis,B,,,
PAT-Repro-043,2026,Surgery - 07/26 - July 08 - Afternoon,Pathology,Reproductive System,,Carcinoma prostate involve which of following lobe,Median lobe,Posterior lobe,peripheral lobe,lateral lobe,Anterior lobe,B,,,
PAT-Repro-044,2025,Medicine - 08/25 - August 6 - Morning,Pathology,Reproductive System,,Which tumor marker is most commonly elevated in epithelial ovarian carcinoma?,AFP,CA-125,β-hCG,LDH,CA 19-9,B,,,
PAT-Repro-045,2026,Medicine - 01/26 - January 7 - Morning,Pathology,Reproductive System,,"A patient presents with a circumscribed, mobile breast mass. The most likely diagnosis is:",Fibroadenoma,Fibrocystic change,Breast carcinoma,Lipoma,,A,,,
PAT-Repro-046,2026,Surgery - 04/26 - April 7 - Night,Pathology,Reproductive System,,Peau'd orange appearance of breast occurs in malignancy of breast due to,obstruction of Lobules of Breast,Obstruction of sudermal lymphatics,Tail of breast distortion,Longitudinal Ligament of Breast stretch,,B,,,
PAT-Repro-047,2026,Gynecology - 04/26 - April 8 - Morning,Pathology,Reproductive System,,"A 45 year old woman presents with post-coital bleeding. Speculum examination reveals a small, red, pedunculated mass protruding from the cervical os. It is likely a",Polyp,Cervical Ectropion,Fibroid,Malignancy,,A,,,
PAT-Repro-048,2026,Radiology - 01/26 - January 5 - Morning,Pathology,Reproductive System,,Most common breast cancer type is:,Lobular carcinoma,Ductal carcinoma,DCIS,Medullary carcinoma,,B,,,
PAT-Repro-049,2026,Radiology - 04/26 - April 8 - Evening,Pathology,Reproductive System,,"A biopsy of a cervical lesion reveals malignant cytological features, including nuclear pleomorphism and increased mitotic figures throughout the full thickness of the epithelium. However, the basement membrane remains intact and is not invaded. What is the most appropriate diagnosis?",Invasive adenocarcinoma,Carcinoma in situ (CIS),Microinvasive carcinoma,Metaplasia,Desmoplasia,B,,,
PAT-Repro-050,2026,Medicine - 04/26 - April 8 - Evening,Pathology,Reproductive System,,"A cervical biopsy reveals full-thickness dysplastic changes involving the entire epithelial layer. However, the basement membrane remains completely intact with no signs of dermal invasion. What is the correct classification?",Mild dysplasia,Invasive carcinoma,Carcinoma in situ,Metaplasia,,C,,,
PAT-Repro-051,2026,Medicine - 07/26 - July 10 - Morning,Pathology,Reproductive System,,Enlargement of the uterus during pregnancy is an example of which cellular adaptation?,Hyperplasia only,Atrophy,Physiological hypertrophy,Metaplasia,,C,,,
PAT-Repro-052,2026,Gynecology - 01/26 - January 5 - Morning,Pathology,Reproductive System,,"A short-statured female with webbed neck, shield chest, streak ovaries, and coarctation of aorta most likely has:",Klinefelter syndrome,Turner syndrome,Androgen insensitivity,Mullerian agenesis,,B,,,
PAT-Repro-053,2026,Radiology - 01/26 - January 5 - Morning,Pathology,Reproductive System,,Cervical cancer is preceded by:,Metaplasia,Dysplasia,Hyperplasia,Neoplasia,,B,,,
PAT-Repro-054,2026,Gynecology - 07/26 - July 08 - Evening,Pathology,Reproductive System,,Meigs syndrome consists of an ovarian fibroma associated with:,Ascites and pleural effusion,Ascites and liver metastasis,Pleural effusion and pericardial effusion,Ovarian cyst and pulmonary embolism,,A,"Meigs syndrome is defined by the triad of an ovarian fibroma-like tumor, ascites, and pleural effusion, which resolve after tumor resection.",,
PAT-Repro-055,2026,Radiology - 01/26 - January 6 - Morning,Pathology,Reproductive System,,A 50 year old woman presents with a painless breast lump. Histopathology reveals a malignant tumor arising from the ductal epithelium. Which is the most common type of breast cancer?,Ductal carcinoma,Lobular carcinoma,Medullary carcinoma,Papillary carcinoma,,A,,,
PAT-Repro-056,2026,Radiology - 07/26 - July 07 - Morning,Pathology,Reproductive System,,Choriocarcinoma most commonly metastasizes through which route?,Hematogenous spread,Lymphatic spread,Exocoelomic spread,Peritoneal spread,,A,Choriocarcinoma spreads rapidly via the bloodstream. The lungs are the most common metastatic site. Lymphatic spread is uncommon.,,
PAT-Repro-057,2026,Gynecology - 01/26 - January 5 - Morning,Pathology,Reproductive System,,Prostate adenocarcinoma most commonly arises from which zone of the prostate?,Central zone,Transitional zone,Anterior fibromuscular zone,Posterior (peripheral) zone,,D,,,
PAT-Repro-058,2026,Surgery - 01/26 - January 6 - Evening,Pathology,Reproductive System,,A 4 year old boy presents with a firm testicular mass and markedly elevated AFP. Which germ cell tumor is most likely?,Yolk sac,Embryonal carcinoma,Choriocarcinoma,Prostate adenocarcinoma,,A,,,
PAT-Repro-059,2025,Medicine - 08/25 - August 4 - Evening,Pathology,Reproductive System,,A 68 year old man with prostate adenocarcinoma complains of new severe back pain. Bone scan shows multiple sclerotic lesions in the spine and pelvis. Which statement is most accurate?,Prostate cancer commonly metastasizes to the lungs only,Prostate cancer commonly metastasizes to axial skeleton producing osteoblastic (sclerotic) lesions,Prostate cancer metastases are purely lytic and spare the spine,Prostate cancer rarely metastasizes to bone,Bone metastases from prostate cancer always produce marrow suppression only,B,,,
PAT-Repro-060,2026,Medicine - 04/26 - April 7 - Morning,Pathology,Reproductive System,,A woman undergoing follow-up after treatment for ovarian carcinoma requires monitoring for recurrence. Which tumor marker is most appropriate?,CA 19-9,CA 125,Alpha-fetoprotein,Prostate-specific antigen,,B,,,
PAT-Repro-061,2026,Gynecology - 01/26 - January 7 - Evening,Pathology,Reproductive System,,Ovarian cystadenoma tumor marker is:,AFP,CA-125,CEA,PSA,,B,,,
PAT-Repro-062,2026,Gynecology - 01/26 - January 6 - Morning,Pathology,Reproductive System,,A pregnant woman with uterine fibroids is at risk of which type of degeneration during pregnancy?,Myxomatous degeneration,Hydropic change,Hyaline degeneration,Red degeneration,Gangrenous degeneration,D,,,
PAT-Repro-063,2026,Gynecology - 01/26 - January 5 - Morning,Pathology,Reproductive System,,"A 35 year old woman presents with abdominal distension and pelvic discomfort. Imaging reveals an ovarian mass. Histopathology shows small cells arranged in clusters resembling tiny seedlings, giving characteristically ""seedling"" appearance. ""seedling"" appearance on histology is characteristic of which tumor?",Ovarian tumor,Testicular tumor,Liver tumor,Renal tumor,,A,,,
PAT-Repro-064,2025,Medicine - 08/25 - August 4 - Evening,Pathology,Reproductive System,,"A 55 year old woman is diagnosed with invasive ductal carcinoma of the breast. Six months later, she develops progressive back pain and spinal tenderness. MRI reveals multiple vertebral lesions. The spread of the tumor to the spine most likely occurred via which of the following routes?",Direct extension through intercostal spaces,Lymphatic spread via axillary nodes,Hematogenous spread,Seeding across the pleural space,Perineural spread through intercostal nerves,C,,,
PAT-Repro-065,2026,"Gynecology - 01/26 - January 7 - Evening, Surgery - 01/26 - January 7 - Evening",Pathology,Reproductive System,,Woman with adnexal mass containing teeth and hair: most likely diagnosis is:,Mature cystic teratoma (dermoid cyst),Dysgerminoma,Granulosa cell tumor,Sertoli-Leydig cell tumor,,A,,,
PAT-Repro-066,2026,Medicine - 04/26 - April 9 - Morning,Pathology,Reproductive System,,"A 40 year old woman presents with a breast lesion showing dysplastic/neoplastic changes on initial evaluation. To further characterize the lesion and determine tumor receptor status for management planning, which of the following is the most appropriate next investigation?",Flow cytometry,Immunohistochemistry,Karyotyping,Serum tumor markers,,B,,,
PAT-Repro-067,2026,Radiology - 04/26 - April 8 - Evening,Pathology,Reproductive System,,A woman undergoes breast biopsy for a benign-appearing lesion. Histopathology shows epithelial proliferation with architectural distortion but no invasion of the basement membrane. Which of the following findings is the most important indicator of increased future risk of breast carcinoma?,Typical ductal hyperplasia,Fibrocystic change (fibrosing adenosis),Sclerosing adenosis,Severe dysplasia (atypical hyperplasia),Fibroadenoma,D,,,
PAT-Repro-068,2026,Gynecology - 07/26 - July 08 - Morning,Pathology,Reproductive System,,A 40 year old woman presents with an ovarian mass. Which is the most common type of ovarian tumour in this age group?,Epithelial tumour,Stromal tumour,Germ cell tumour,Sex cord tumour,,A,"Ovarian Tumour TypeAge Distribution: Epithelial ovarian tumours account for approximately 90% of all ovarian malignancies and are most common in women over 40.Differential: Germ cell tumours are most common in children and young women under 30. Sex cord-stromal tumours are rare and can occur at any age, often producing hormones.",,
PAT-Repro-069,2026,Gynecology - 04/26 - April 8 - Morning,Pathology,Reproductive System,,A postmenopausal woman with a BMI of 35 presents with vaginal bleeding. An endometrial biopsy shows an overproliferation of glands. This is,Endometrial Atrophy,Endometrial Hyperplasia,Endometritis,Submucosal Fibroid,,B,,,
PAT-Repro-070,2025,Medicine - 08/25 - August 4 - Evening,Pathology,Reproductive System,,"A 45 year old man presents with a painful, hard mass in the left testis. Ultrasound confirms an intratesticular lesion. Serum α-fetoprotein and β-hCG are within normal limits. Which of the following is the most likely diagnosis?",Seminoma,Yolk sac tumor,Embryonal carcinoma,Teratoma,Choriocarcinoma,A,,,
PAT-Repro-071,2026,Radiology - 01/26 - January 6 - Morning,Pathology,Reproductive System,,"A child presents with ovarian/testicular mass, labs show elevated AFP. Likely tumor?",Dysgerminoma,Choriocarcinoma,Yolk sac (endodermal sinus) tumor,Teratoma,,C,,,
PAT-Repro-072,2026,Gynecology - 07/26 - July 08 - Evening,Pathology,Reproductive System,,A young girl develops precocious puberty due to an ovarian tumor. Which tumor is most likely?,Dysgerminoma,Granulosa cell tumor,Yolk sac tumor,Teratoma,,B,"Juvenile granulosa cell tumors secrete estrogen, frequently leading to signs of isosexual pseudoprecocious puberty in young girls.",,
PAT-Repro-073,2025,Medicine - 08/25 - August 6 - Evening,Pathology,Reproductive System,,"A 65 year old man presents with urinary hesitancy, nocturia, and weak stream. Digital rectal exam reveals an enlarged, firm prostate. Which of the following is the most common cancer in men associated with this presentation?",Prostate adenocarcinoma,Transitional cell carcinoma of bladder,Renal cell carcinoma,Testicular seminoma,Squamous cell carcinoma of the penis,A,,,
PAT-Repro-074,2025,Surgery - 08/25 - August 7 - Morning,Pathology,Reproductive System,,Good's pasture Syndrome is mediated by (anti GBM antibodies) show which type of hypersensitivity?,Type 1,Type 2,Type 3,Type 4,,B,,,
PAT-Repro-075,2026,Gynecology - 01/26 - January 7 - Evening,Pathology,Reproductive System,,Genital tuberculosis most commonly damages the:,Uterus,Fallopian tubes,Ovaries,Vagina,,B,,,
PAT-Repro-076,2026,Gynecology - 01/26 - January 7 - Evening,Pathology,Reproductive System,,Proliferative tuberculosis most commonly damages the:,Liver,Fallopian tubes,Ovaries,Vagina,,B,,,
PAT-Repro-077,2026,Gynecology - 01/26 - January 6 - Morning,Pathology,Reproductive System,,A patient presents with a painless testicular mass and positive alpha-fetoprotein. Which is the most likely tumor?,Seminoma,Teratoma,Choriocarcinoma,Yolk sac tumor,Leydig cell tumor,D,,,
PHA-Repro-001,2026,Surgery - 01/26 - January 7 - Evening,Pharmacology,Reproductive System,,A pregnant woman in her first trimester was taking an anticoagulant. Ultrasound of the fetus shows nasal hypoplasia (depressed nasal bridge) and stippled epiphyses. Which drug exposure is the most likely cause?,Heparin,Warfarin,Phenytoin,Alcohol,,B,,,
PHA-Repro-002,2026,Gynecology - 04/26 - April 8 - Morning,Pharmacology,Reproductive System,,A pregnant woman at 32 weeks' gestation presents with preterm labor. Which drug can be used as a tocolytic to inhibit uterine contractions?,Diltiazem,Verapamil,Nifedipine,Amlodipine,,C,,,
PHA-Repro-003,2025,Medicine - 08/25 - August 6 - Morning,Pharmacology,Reproductive System,,A 25 year old male presents with dysuria and urethral discharge. NAAT confirms Chlamydia trachomatis infection. Which of the following is the most appropriate treatment?,Ciprofloxacin.,Levofloxacin.,Doxycycline.,Amoxicillin.,Gentamicin,C,,,
PHA-Repro-004,2026,Gynecology - 07/26 - July 08 - Morning,Pharmacology,Reproductive System,,A 29 year old woman presents with highly irregular menstrual bleeding lasting over two months. She requests the most reliable contraceptive option that will simultaneously stabilize and minimize her endometrial bleeding. What is the best clinical recommendation?,Copper Intrauterine Device (Cu-IUD),Levonorgestrel-releasing intrauterine system (Mirena),Progesterone-only mini-pills,Barrier methods alone,,B,"Local Mechanism: The Levonorgestrel intrauterine system (Mirena) continuously releases a small dose of progestin directly into the uterine cavity, inducing profound endometrial atrophy. Bleeding Suppression: This local thinning of the lining stabilizes irregular bleeding and can reduce total menstrual blood loss by up to 90%, often leading to amenorrhea.",,
PHA-Repro-005,2026,Gynecology - 07/26 - July 08 - Morning,Pharmacology,Reproductive System,,A 52 year old woman is diagnosed with estrogen receptor (ER)-positive and progesterone receptor (PR)-positive breast carcinoma. Which drug is most appropriate as hormonal therapy?,Trastuzumab,Tamoxifen,Methotrexate,Bevacizumab,,B,,,
PHA-Repro-006,2026,Gynecology - 01/26 - January 7 - Evening,Pharmacology,Reproductive System,,Danazol is used to treat endometriosis by:,Increasing estrogen,Suppressing GnRH and creating pseudomenopause,Increasing progesterone,Blocking prostaglandins,,B,,,
PHA-Repro-007,2026,Medicine - 04/26 - April 9 - Morning,Pharmacology,Reproductive System,,"A pregnant woman with HELLP syndrome and seizures is treated with magnesium sulfate. After administration, which of the following is the most important parameter to monitor for magnesium toxicity?",Blood pressure,Deep tendon reflexes (DTRs),Urine output only,Blood glucose levels,,B,,,
PHA-Repro-008,2026,Surgery - 07/26 - July 08 - Afternoon,Pharmacology,Reproductive System,,Which drug is most commonly associated with causing phocomelia in the fetus?,Thalidomide,Sodium valproate,Phenytoin,Carbamazepine,,A,,,
PHA-Repro-009,2026,Surgery - 04/26 - April 8 - Morning,Pharmacology,Reproductive System,,"A female patient presents with a malodorous, frothy vaginal discharge. Microscopy reveals motile, flagellated organisms. Which antibiotic is the treatment of choice?",Amoxicillin,Metronidazole,Doxycycline,Cefixime,,B,,,
PHA-Repro-010,2026,Medicine - 07/26 - July 9 - Morning,Pharmacology,Reproductive System,,A woman presents with thin white vaginal discharge and a positive whiff test. Which is the drug of choice?,Fluconazole,Metronidazole,Doxycycline,Ceftriaxone,,B,,,
PHA-Repro-011,2026,Radiology - 04/26 - April 7 - Morning,Pharmacology,Reproductive System,,A 23 year old man is diagnosed with gonorrhea. Which of the following is the most appropriate treatment?,Ceftriaxone only,Azithromycin only,Ceftriaxone plus azithromycin,Ciprofloxacin plus doxycycline,Penicillin G,C,,,
PHA-Repro-012,2025,Medicine - 08/25 - August 4 - Evening,Pharmacology,Reproductive System,,A 23 year old man is diagnosed with gonorrhea. Which of the following is the most appropriate treatment?,Ceftriaxone only,Azithromycin only,Cefixime plus azithromycin,Ciprofloxacin plus doxycycline,Penicillin G,C,,,
PHA-Repro-013,2026,Medicine - 07/26 - July 9 - Afternoon,Pharmacology,Reproductive System,,A young man with a recent travel history presents with concern for a sexually transmitted infection. There is suspicion of gonorrhea Which antibiotic regimen is used for prophylaxis,Ceftriaxone only,Azithromycin only,Ceftriaxone plus azithromycin,Ciprofloxacin plus doxycycline 7 days,Penicillin G,C,,,
PHA-Repro-014,2025,Medicine - 08/25 - August 5 - Evening,Pharmacology,Reproductive System,,"A sexually active woman complains of vaginal discharge with a frothy, greenish odor and pruritus. Wet mount microscopy reveals motile, flagellated organisms. Which drug is most appropriate for treatment?",Fluconazole,Metronidazole,Acyclovir,Clindamycin,Doxycycline,B,,,
PHA-Repro-015,2026,Medicine - 04/26 - April 9 - Morning,Pharmacology,Reproductive System,,A postmenopausal woman is diagnosed with estrogen receptor (ER)-positive breast cancer. Which of the following drugs is most appropriate as hormonal therapy?,Tamoxifen,Trastuzumab,Methotrexate,Cyclophosphamide,,A,,,
PHA-Repro-016,2026,Gynecology - 04/26 - April 8 - Morning,Pharmacology,Reproductive System,,A 35 year old female presents with heavy menstrual bleeding that interferes with her daily life. She does not wish to use hormonal contraception at this time. Which non-hormonal treatment is first-line?,Mefenamic acid,Tranexamic acid,Medroxyprogesterone,Danazol,,B,,,
PHA-Repro-017,2026,Gynecology - 04/26 - April 8 - Evening,Pharmacology,Reproductive System,,"Prostagalndin E2 often used clinically for cervical ripening, primarily causes:",Relaxation of uterus,Direct uterine contraction,Cervical closure,Decreaesd prostaglandins,,B,,,
PHA-Repro-018,2026,Medicine - 04/26 - April 8 - Night,Pharmacology,Reproductive System,,A patient with estrogen receptor-positive breast cancer is started on hormonal therapy. Which drug is most appropriate?,Letrozole,Tamoxifen,Trastuzumab,Doxorubicin,Cyclophosphamide,B,,,
PHA-Repro-019,2026,Radiology - 07/26 - July 08 - Morning,Pharmacology,Reproductive System,,A 50 year old female presents with a tumor that is estrogen and progesterone receptor positive. What is the drug of choice?,Tamoxifen,Leuprolide,Anastrozole,Doxorubicin,,A,,,
PHA-Repro-020,2026,Gynecology - 04/26 - April 8 - Morning,Pharmacology,Reproductive System,,A patient with a foul-smelling vaginal discharge is found to have flagellated protozoa on a wet mount. What is the treatment of choice?,Azithromycin,Fluconazole,Metronidazole,Doxycycline,,C,,,
PHA-Repro-021,2026,Medicine - 01/26 - January 8 - Morning,Pharmacology,Reproductive System,,A woman presents with vaginal infection and complains of metallic taste. Which drug is responsible?,Fluconazole,Metronidazole,Clindamycin,Doxycycline,,B,,,
PHA-Repro-022,2025,Surgery - 08/25 - August 7 - Morning,Pharmacology,Reproductive System,,Patient is having history of smoking and has barrel shaped chest what is the cause,Asthma,Chronic Bronchitis,COPD,Emphysema,,D,,,
PHA-Repro-023,2026,Medicine - 04/26 - April 8 - Night,Pharmacology,Reproductive System,,A 58 year old male is taking finasteride for benign prostatic hyperplasia. Which side effect is most commonly associated?,Hypertension,Impotence,Hyperglycemia,Enuresis,Weight gain,B,,,
PHA-Repro-024,2026,Gynecology - 04/26 - April 8 - Morning,Pharmacology,Reproductive System,,A patient on Tamoxifen for breast cancer undergoes an ultrasound showing an endometrial thickness of 15 mm. Tamoxifen acts on the endometrium as an,Agonist,Antagonist,Neutral agent,Enzyme inhibitor,,A,,,
PHA-Repro-025,2026,Radiology - 01/26 - January 5 - Morning,Pharmacology,Reproductive System,,"In combined oral contraceptives, which component causes breast tenderness?",Estrogen,Progesterone,Testosterone,FSH,,A,,,
PHA-Repro-026,2026,Gynecology - 04/26 - April 8 - Evening,Pharmacology,Reproductive System,,What is often considered the first-line Drug of Choice (DOC) for ovulation induction in infertility?,Metformin,Letrozole,Clomiphene citrate,Gonadotropin injections,,C,,,
PHA-Repro-027,2026,Gynecology - 07/26 - July 08 - Morning,Pharmacology,Reproductive System,,A patient diagnosed with Premenstrual Dysphoric Disorder (PMDD) does not experience clinical improvement with an SSRI. Which of the following is the next best pharmacological approach?,Progesterone-only pill (POP),Combined Oral Contraceptive Pill (COCP) with Drospirenone,Gonadotropin-releasing hormone (GnRH) agonist monotherapy,High-dose transdermal estrogen patch,,B,,,
PHA-Repro-028,2026,Gynecology - 07/26 - July 08 - Evening,Pharmacology,Reproductive System,,NSAIDs relieve primary dysmenorrhea by inhibiting the synthesis of:,Leukotrienes,Prostaglandin F2 α,Bradykinin,Histamine,,B,"Cyclooxygenase (COX) inhibition by NSAIDs reduces uterine prostaglandin synthesis, decreasing hypercontractility and ischemic pain.",,
PHA-Repro-029,2025,Medicine - 08/25 - August 6 - Morning,Pharmacology,Reproductive System,,A 28 year old pregnant woman with systemic lupus erythematosus requires continuation of her DMARD therapy. Which of the following drugs is safest to continue during pregnancy?,Methotrexate,Leflunomide,Cyclophosphamide,Hydroxychloroquine,Mycophenolate mofetil,D,,,
PHA-Repro-030,2026,Medicine - 07/26 - July 9 - Afternoon,Pharmacology,Reproductive System,,Rifampicin has an important drug interaction with oral contraceptive pills (OCPs). What is the mechanism of this interaction?,Increases estrogen absorption from the gut,Inhibits hepatic metabolism of contraceptive hormones,Increases hepatic metabolism of contraceptive hormones,Increases renal excretion of contraceptive hormones,,C,,,
PHA-Repro-031,2026,Gynecology - 07/26 - July 08 - Evening,Pharmacology,Reproductive System,,A 29 year old multiparous woman chooses a Copper intrauterine contraceptive device (Cu-IUCD) for long-term reversible contraception. What is the primary mechanism by which the Copper IUCD prevents pregnancy?,Suppression of ovulation,Thickening of cervical mucus,Prevention of fertilization by creating a spermicidal inflammatory environment within the uterus,Inhibition of the LH surge,,C,,,
PHA-Repro-032,2026,"Medicine - 07/26 - July 9 - Afternoon, Surgery - 07/26 - July 08 - Afternoon, Surgery - 07/26 - July 09 - Afternoon, Radiology - 07/26 - July 08 - Morning",Pharmacology,Reproductive System,,A 78 year old man with BPH. You advise 5-alpha reductase inhibitor. What will it do? MOA:,Relaxes bladder neck smooth muscle,Blocks conversion of testosterone to DHT,Blocks alpha-1 receptors,Inhibits LH secretion,,B,,,
PHA-Repro-033,2026,Gynecology - 01/26 - January 5 - Morning,Pharmacology,Reproductive System,,Which component of oral contraceptive pills is primarily responsible for breast tenderness?,Estrogen,Progesterone,Folate,Iron,,B,,,
PHA-Repro-034,2026,Gynecology - 07/26 - July 08 - Evening,Pharmacology,Reproductive System,,Combined oral contraceptive pills are contraindicated in a postmenopausal woman with?,Asthma,Diabetes mellitus and hypertension,Migraine without aura,Iron deficiency anemia,,B,"Combined oral contraceptive pills (COCs) contain estrogen, which increases the risk of thromboembolism and cardiovascular events. According to medical eligibility criteria, significant vascular risk factors such as diabetes mellitus with vascular disease or hypertension (especially when poorly controlled) represent strict contraindications. (Additionally, postmenopausal women do not require COCs for contraception).",,
PHA-Repro-035,2026,Gynecology - 04/26 - April 8 - Evening,Pharmacology,Reproductive System,,Seizures in preeclampsia are treated with,Diazepam,Magnesium sulfate,Phenytoin,Labetalol,,B,,,
PHA-Repro-036,2026,Radiology - 01/26 - January 5 - Morning,Pharmacology,Reproductive System,,A pregnant lady taking acne treatment delivers a child with cleft palate and cardiac defects. Which drug is responsible?,Isotretinoin,Tetracycline,Phenytoin,Lithium,,A,,,
PHA-Repro-037,2026,Medicine - 04/26 - April 8 - Night,Pharmacology,Reproductive System,,A pregnant woman with preeclampsia is at risk of seizures. Which electrolyte is used for prevention and treatment?,Potassium,Sodium,Calcium,Magnesium,Chloride,D,,,
PHA-Repro-038,2026,Gynecology - 04/26 - April 8 - Morning,Pharmacology,Reproductive System,,A patient with a history of gestational hypertension in her previous pregnancy is currently in early pregnancy with a normal blood pressure. What medication should be started to reduce the risk of preeclampsia?,Labetalol,Methyldopa,Low-dose Aspirin,Magnesium Sulfate,,C,,,
PHA-Repro-039,2026,Gynecology - 01/26 - January 6 - Morning,Pharmacology,Reproductive System,,A patient presents with urethral discharge and history suggestive of gonorrhea or chlamydia infection. Which drug of the following is likely effective?,Vancomycin,Doxycycline,Ampicillin,Metronidazole,Ciprofloxacin,B,,,
PHA-Repro-040,2026,Gynecology - 07/26 - July 08 - Morning,Pharmacology,Reproductive System,,The medical treatment of an unruptured ectopic pregnancy in a stable patient is:,Misoprostol,Methotrexate,Oxytocin,Mifepristone,,B,"Methotrexate is a folic acid antagonist that interferes with DNA synthesis; it is the gold standard medical choice to stop rapidly dividing trophoblastic tissue in stable, unruptured ectopic pregnancies.",,
PHA-Repro-041,2026,Gynecology - 04/26 - April 8 - Evening,Pharmacology,Reproductive System,,What is the recommended initial treatment for heavy menstrual bleeding with no structural abnormality?,Oral contraceptives,Tranexamic acid,Iron supplements only,NSAIDs,,B,,,
PHA-Repro-042,2026,Gynecology - 04/26 - April 8 - Morning,Pharmacology,Reproductive System,,A pregnant woman at 30 weeks' gestation develops chickenpox with respiratory symptoms. What is the recommended treatment?,Oral Acyclovir,IV Acyclovir,Varicella-Zoster Immunoglobulin,Observation,,B,,,
PHA-Repro-043,2026,Medicine - 04/26 - April 9 - Night,Pharmacology,Reproductive System,,A 22 year old sexually active male presents with urethral discharge. Gram stain shows intracellular Gram-negative diplococci suggestive of Neisseria gonorrhoeae. The physician is concerned about poor patient compliance. Which is the best treatment option?,Oral doxycycline for 7 days,Oral azithromycin single dose alone,Single-dose intramuscular ceftriaxone,Oral ciprofloxacin for 5 days,No treatment required unless symptoms persist,C,,,
PHA-Repro-044,2026,Radiology - 04/26 - April 8 - Evening,Pharmacology,Reproductive System,,What is the most serious or harmful side effect of estrogen-only therapy in postmenopausal women with an intact uterus?,Endometrial carcinoma,Bladder CA,Breast cancer,Osteoporosis,Hot flashes,A,,,
PHA-Repro-045,2026,Radiology - 07/26 - July 07 - Morning,Pharmacology,Reproductive System,,"A newborn has cleft palate, abnormal ears, and mandibular hypoplasia. The mother received treatment for severe cystic acne during pregnancy. Which drug is the most likely cause?",Vitamin A (Isotretinoin),Folic acid,Vitamin D,Prednisolone,,A,"Isotretinoin is a potent teratogen that causes craniofacial, cardiac, CNS, and thymic abnormalities. It is absolutely contraindicated during pregnancy.",,
PHA-Repro-046,2026,Gynecology - 01/26 - January 7 - Evening,Pharmacology,Reproductive System,,The Mirena IUD provides contraception primarily by:,Mechanical barrier,Releasing levonorgestrel locally causing endometrial atrophy and cervical mucosal thickening,Copper toxicity to sperm,Preventing ovulation systemically,,B,,,
PHA-Repro-047,2026,Gynecology - 04/26 - April 8 - Morning,Pharmacology,Reproductive System,,A 24 year old female with Polycystic Ovary Syndrome is primarily concerned with her acne and excessive facial hair. Which medication is most appropriate for her specific concerns?,Metformin,Clomiphene citrate,Cyproterone acetate,Progesterone,,C,,,
